iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,condition_number,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,stepsize,linesearch_status,linesearch_counter
2297,169.89003467559814,40000009.54754559,8.465840683628873e-05,0.01521938333377638,0.015219383318943808,6.719264733304952e-07,0.0,0,0,0.0,-0.39554088701428475,-101127349.5426762,12234317.153595852,3.804742054603585e-05,3.804742054603585e-05,unknown,17.0,2.268422146475232e-29,-6.735368782454629e-07,-6.735368782454629e-07,1.3425041774578244e-16,5.4807190248299415e-11,0.0017970102999144335,1.0,60.0
2298,169.93370485305786,40000009.54754559,9.405580840931884e-05,0.01990780506028506,0.019907805030570224,1.0877105748327492e-06,0.0,0,0,0.0,0.019821244224219273,2018036982.4529872,12234317.153595852,6.174313553668543e-05,6.174313553668543e-05,unknown,16.0,3.20581794807756e-27,-1.0927204365383885e-06,-1.0927204365383885e-06,1.883043298678444e-16,2.48730371520082e-11,0.0024650347049580707,1.0,57.0
2299,170.00072121620178,40000009.54754558,0.0002576303844038329,0.09068672685919914,0.09068672685916113,8.302462648168777e-08,0.0,0,0,0.0,1.121578937686132,35664010.66325011,12234317.153595852,1.6010748270831735e-05,1.6010748270831735e-05,unknown,14.0,8.282959642703037e-27,-8.76898279252905e-08,-8.76898279252905e-08,2.097828455412291e-16,1.2600677579992639e-11,0.0225283995449392,1.0,36.0
2300,170.0427906513214,40000009.54754557,1.6535791116441715e-05,0.0774403443767017,0.0774403443767017,2.2601019505135818e-14,0.0,0,0,0.0,0.913242626715293,43799973.683559716,12234317.153595852,2.2802763819178508e-14,2.2802763819178508e-14,optimal,7.0,5.25481092102626e-14,-7.892916069596495e-09,-7.892968617705705e-09,1.208551361290464e-16,1.6137463057879104e-13,0.1500946352969992,1.0,18.0
2301,170.31123638153076,40000009.54754563,5.771194914292421e-08,0.0774403459265058,0.0774403459265058,2.2365346064562928e-14,0.0,0,0,0.0,0.9472725329408571,42226497.82162354,12234317.153595852,2.2504055449139415e-14,2.2504055449139415e-14,optimal,7.0,5.2000278381698e-14,-5.50877526402351e-09,-5.508827264301892e-09,3.701451930976766e-16,1.480769004430285e-13,2.5e-323,0.0,10000.0
2302,170.35712385177612,40000009.54754561,0.00033400509381752,0.15491317865856458,0.15491317864216098,2.254389364333217e-06,0.0,0,0,0.0,0.6953673211508241,57523558.369512014,12234317.153595852,0.00012815780557398515,0.00012815780557398515,unknown,15.0,2.501773205884044e-25,-2.274246293481785e-06,-2.274246293481785e-06,3.2466202609831345e-16,5.600171998933552e-11,0.00785516721127895,1.0,46.0
2303,170.399658203125,40000009.547545604,6.974278810607336e-05,0.0629909612822002,0.0629909612822002,2.0457163410577673e-14,0.0,0,0,0.0,0.7056192102563474,56687804.9629779,12234317.153595852,2.039950084202031e-14,2.039950084202031e-14,optimal,7.0,4.7563680757802626e-14,-2.7340854919965035e-08,-2.7340902483645792e-08,2.166574074173639e-16,1.1870910039465653e-13,0.5904900000000002,1.0,5.0
2304,170.4414517879486,40000009.547545604,5.415820015221952e-05,0.022201018447498243,0.022201018447498243,2.0759070646326303e-14,0.0,0,0,0.0,-0.1832773661086141,-218248461.63485852,12234317.153595852,2.1758733516108086e-14,2.1758733516108086e-14,optimal,7.0,4.826590954448357e-14,-4.5398094912850245e-09,-4.5398577571945694e-09,2.3232041058478764e-16,6.192391295529326e-14,0.6561000000000001,1.0,4.0
2305,170.4834725856781,40000009.5475456,0.00011039882862255585,0.014550643536266799,0.014550643536266799,2.1214946944475152e-14,0.0,0,0,0.0,-0.8877985347175251,-45055270.24817642,12234317.153595852,2.3863309988873053e-14,2.3863309988873053e-14,optimal,7.0,4.932739376636099e-14,-4.018661933734306e-09,-4.018711261128072e-09,1.5659973560769695e-16,1.6035730698686386e-13,0.81,1.0,2.0
2306,170.52564024925232,40000009.5475456,6.092078745851572e-06,0.012137199967098245,0.012137199967098245,2.056486222556578e-14,0.0,0,0,0.0,-0.04852533320461754,-824311741.883759,12234317.153595852,2.0979933742163106e-14,2.0979933742163106e-14,optimal,7.0,4.78142898754648e-14,-5.999430431195356e-10,-5.999908574094111e-10,2.795855744001495e-16,3.884215251538891e-14,0.16677181699666577,1.0,17.0
2307,170.56907391548157,40000009.5475456,0.00036347435508194347,0.10038011714367495,0.1003801171434482,2.133596171455462e-07,0.0,0,0,0.0,0.24575107069475868,162766334.6301697,12234317.153595852,4.1634919481090545e-05,4.1634919481090545e-05,unknown,15.0,4.7139400014161775e-28,-2.197073613786691e-07,-2.197073613786691e-07,3.396787126836242e-16,3.2525758757200645e-11,0.02781283894436938,1.0,34.0
2308,170.61273288726807,40000009.547545575,0.00024572891005543435,0.17499319282326695,0.1749931928232657,2.0984907404849825e-08,0.0,0,0,0.0,1.3229394545849327,30235700.3904677,12234317.153595852,1.1864710167351446e-06,1.1864710167351446e-06,unknown,17.0,2.9454297205896334e-29,-3.993973259643269e-08,-3.993973259643269e-08,7.736777100212484e-17,2.287518882149068e-11,0.00636268544113595,1.0,48.0
2309,170.87653875350952,40000009.54754563,5.7711949142924205e-08,0.17499361069693903,0.17499361069693903,2.058809499153913e-14,0.0,0,0,0.0,-0.27635323632098985,-144742298.6593069,12234317.153595852,2.108734105590828e-14,2.108734105590828e-14,optimal,7.0,4.786843131872355e-14,-1.9330891699604667e-08,-1.9330939568035984e-08,1.97106606223507e-16,1.1323367715936153e-13,2.5e-323,0.0,10000.0
2310,170.94478845596313,40000009.547545604,0.0004888059830611344,0.37331986507521636,0.37331986507446363,7.496623148827913e-07,0.0,0,0,0.0,-0.12053716963595372,-331847851.2215425,12234317.153595852,0.00014951085383874764,0.00014951085383874764,unknown,14.0,2.1952462454497964e-25,-8.013598601724136e-07,-8.013598601724135e-07,3.286594312405289e-16,1.5126399620501946e-11,0.042391158275216244,1.0,30.0
2311,170.98718929290771,40000009.54754557,0.0002814511739222225,0.04769845504385112,0.04769845504385112,2.5389552957551248e-14,0.0,0,0,0.0,-0.3141749926559713,-127317590.1222817,12234317.153595852,2.633971252485668e-14,2.633971252485668e-14,optimal,7.0,5.903292513313498e-14,-4.993863275796519e-08,-4.9938691790890325e-08,2.437810275042238e-16,2.2620296467732807e-13,1.0,1.0,0.0
2312,171.03063869476318,40000009.54754557,0.00031526824180794384,0.13673670624935694,0.13673670620902031,3.3212943117449342e-06,0.0,0,0,0.0,-0.06287925870463089,-636139849.6411128,12234317.153595852,0.00018775012275638775,0.00018775012275638775,unknown,14.0,2.16558106039829e-25,-3.3564973011522675e-06,-3.3564973011522675e-06,1.266369745824751e-16,7.959823676822147e-11,0.00785516721127895,1.0,46.0
2313,171.07413125038147,40000009.547545545,0.0002936539139336332,0.20713699237226865,0.20713699236497968,1.737709294847137e-06,0.0,0,0,0.0,0.2174544796476676,183946550.9624152,12234317.153595852,9.900903347369845e-05,9.900903347369845e-05,unknown,16.0,3.206534431321795e-27,-1.7695815103635171e-06,-1.7695815103635173e-06,2.99677877995263e-16,6.756402130310565e-11,0.00785516721127895,1.0,46.0
2314,171.11730670928955,40000009.547545545,0.0002598217173987,0.2200117080433311,0.22001170804168046,8.522396361199753e-07,0.0,0,0,0.0,0.5854756102636157,68320525.42964526,12234317.153595852,0.00016199295471292668,0.00016199295471292668,unknown,14.0,2.3513623820846767e-25,-8.840777870201305e-07,-8.840777870201304e-07,2.0184263335908835e-16,9.082499637795313e-12,0.020275559590445278,1.0,37.0
2315,171.38549947738647,40000009.54754559,4.9421560620597e-08,0.22003220229252124,0.22003220229252124,2.0972462444182026e-14,0.0,0,0,0.0,0.8382941452959329,47715951.262603454,12234317.153595852,2.0714415214356478e-14,2.0714415214356478e-14,optimal,7.0,4.876171113179754e-14,-4.013376963348818e-08,-4.013381839519931e-08,5.585937792053855e-17,1.3448073486287737e-13,2.5e-323,0.0,10000.0
2316,171.4286389350891,40000009.54754556,0.0001576659941199593,0.04190147566347818,0.04190147566347818,2.089881775036698e-14,0.0,0,0,0.0,0.8714311863265475,45901504.37056464,12234317.153595852,2.0621115505642545e-14,2.0621115505642545e-14,optimal,7.0,4.8590378004376764e-14,-4.7352476872401014e-08,-4.7352525462779016e-08,2.200436974901337e-16,1.4874466914999522e-13,0.81,1.0,2.0
2317,171.47049379348755,40000009.547545545,2.364511919775721e-05,0.017079376937858475,0.017079376937858475,2.0949006564965924e-14,0.0,0,0,0.0,0.6465167965110286,61870013.038823046,12234317.153595852,2.0692562883525493e-14,2.0692562883525493e-14,optimal,7.0,4.8707259188742276e-14,-1.314454615193266e-09,-1.3145033224524547e-09,3.573854700484933e-16,2.398634909919477e-14,0.5904900000000002,1.0,5.0
2318,171.51271200180054,40000009.547545545,9.237650359467918e-06,0.012733999657397192,0.012733999657397192,2.053990707975336e-14,0.0,0,0,0.0,-0.5385586015573731,-74272332.88227516,12234317.153595852,2.0860853400922144e-14,2.0860853400922144e-14,optimal,7.0,4.7756195323295785e-14,-5.9626204138197e-10,-5.963097975772933e-10,2.3078457349222416e-16,3.0632124888845984e-14,0.25418658283290013,1.0,13.0
2319,171.55625200271606,40000009.54754552,4.309366352727128e-05,0.013327922249028545,0.013327922247299319,2.146950646326322e-07,0.0,0,0,0.0,-0.03611983406343274,-1107424910.9823036,12234317.153595852,4.089338899317229e-05,4.089338899317229e-05,unknown,15.0,5.006959516489097e-28,-2.155087575928328e-07,-2.1550875759283282e-07,3.0201822961010974e-16,7.511917308403579e-11,0.0030432527221704573,1.0,55.0
2320,171.59884405136108,40000009.54754552,8.732131316652215e-07,0.012561839280158554,0.012561839280158554,2.0409272465378428e-14,0.0,0,0,0.0,0.2327222114023817,171878745.81496373,12234317.153595852,2.0314169012052682e-14,2.0314169012052682e-14,optimal,7.0,4.745239841504648e-14,-4.2717747017961184e-10,-4.2722492257802687e-10,2.384817874287932e-16,2.1770501798540496e-14,0.05814973700304011,1.0,27.0
2321,171.88898730278015,40000009.54754555,6.143906154658885e-08,0.012556837078131282,0.012556837077586773,1.1693862008134839e-07,0.0,0,0,0.0,-0.40220413255069326,-99451994.53465489,12234317.153595852,2.227517366967841e-05,2.227517366967841e-05,unknown,15.0,1.6824948576088313e-28,-1.1726225939658588e-07,-1.1726225939658588e-07,5.085011774993095e-16,1.342575262434246e-11,2.5e-323,0.0,10000.0
2322,171.9323718547821,40000009.54754554,4.9957351315299885e-06,0.008199393974782601,0.008199393974782601,2.03650967646002e-14,0.0,0,0,0.0,-1.0316497572829368,-38772850.79596645,12234317.153595852,2.0097050477201445e-14,2.0097050477201445e-14,optimal,7.0,4.7349656564257565e-14,-4.3975727120522596e-10,-4.3980462086179024e-10,2.0016863598224913e-16,1.766018931033141e-14,0.34867844010000015,1.0,10.0
2323,171.97567296028137,40000009.54754554,0.00014775426857399643,0.03220013463391136,0.032200134633910686,6.601523875377951e-09,0.0,0,0,0.0,-0.0014304961438712548,-27962327657.08037,12234317.153595852,1.2714614202161474e-06,1.2714614202161474e-06,unknown,17.0,1.9881837473152384e-31,-6.819921144276912e-09,-6.819921144276913e-09,2.0626541537657573e-16,1.0631203122674686e-11,0.01077526366430583,1.0,43.0
2324,172.01752138137817,40000009.54754553,5.960540473577226e-05,0.012435545583096584,0.012435545583096584,2.0896639306675764e-14,0.0,0,0,0.0,0.5340755147744772,74895781.34877223,12234317.153595852,2.2480540936516526e-14,2.2480540936516526e-14,optimal,7.0,4.8586246023249976e-14,-8.91537393964708e-09,-8.915422525893104e-09,2.232655716609584e-16,1.292798576324837e-13,0.5904900000000002,1.0,5.0
2325,172.06120228767395,40000009.54754553,0.00012624586604427276,0.023127007044811552,0.023127006957979854,2.004074475608244e-06,0.0,0,0,0.0,1.0644503244576702,37578084.63090204,12234317.153595852,0.00011319821983040171,0.00011319821983040171,unknown,16.0,2.8496195872902832e-27,-2.0112486515093174e-06,-2.0112486515093174e-06,1.5747962045759468e-16,5.096976980318115e-11,0.0030432527221704573,1.0,55.0
2326,172.10452103614807,40000009.54754552,0.00012657913100638695,0.043787105997208614,0.04378710599467069,4.714405445717857e-07,0.0,0,0,0.0,0.20746052376814936,192807781.43119088,12234317.153595852,2.671921337401246e-05,2.671921337401246e-05,unknown,16.0,1.6316319601935265e-27,-4.7350327032044855e-07,-4.7350327032044855e-07,9.562338848770867e-17,2.7829924495615827e-11,0.00338139191352273,1.0,54.0
2327,172.1468803882599,40000009.54754552,1.716260606740839e-05,0.01856882207605694,0.01856882207605694,2.046203814348895e-14,0.0,0,0,0.0,-0.7922527998719999,-50488937.61104737,12234317.153595852,2.053109586262436e-14,2.053109586262436e-14,optimal,7.0,4.7575127188890526e-14,-1.2177460703132226e-09,-1.2177936454404114e-09,1.9703501335831797e-16,4.434589505810979e-14,0.5904900000000002,1.0,5.0
2328,172.1903829574585,40000009.547545515,0.00018065838207745663,0.0544839214387332,0.05448392143816368,2.4911695126963796e-07,0.0,0,0,0.0,-0.254303196524033,-157292570.34449908,12234317.153595852,4.797248968329543e-05,4.797248968329543e-05,unknown,14.0,5.894885657885093e-26,-2.530330158442052e-07,-2.5303301584420514e-07,1.4576698525331204e-16,1.640310938959648e-11,0.014780882941434608,1.0,40.0
2329,172.456214427948,40000009.54754555,4.470348358154297e-08,0.0545011551326813,0.0545011551326813,2.1069927165068323e-14,0.0,0,0,0.0,1.4234373954986321,28100991.773270726,12234317.153595852,2.330891187843027e-14,2.330891187843027e-14,optimal,7.0,4.898994399944351e-14,-7.92063513987148e-09,-7.920684129815479e-09,2.1776298916651616e-16,1.0931490380157961e-13,2.5e-323,0.0,10000.0
2330,172.499196767807,40000009.54754554,0.00022456136316065389,0.05051526736228438,0.05051526736108373,3.482845540253673e-07,0.0,0,0,0.0,1.5282065017989652,26174473.43457736,12234317.153595852,6.807539799782956e-05,6.807539799782956e-05,unknown,15.0,1.0906532868548318e-27,-3.602515898964103e-07,-3.6025158989641037e-07,1.716563390888993e-16,8.454193977725926e-11,0.014780882941434608,1.0,40.0
2331,172.54247212409973,40000009.54754554,6.35749393799874e-05,0.055594021507983336,0.05559402150725439,2.846923440990928e-07,0.0,0,0,0.0,-1.1565040866285141,-34586997.08214175,12234317.153595852,5.596620235931812e-05,5.596620235931812e-05,unknown,15.0,8.000887437533198e-28,-3.074760170715469e-07,-3.0747601707154686e-07,2.414012490233433e-16,1.9472847305810082e-11,0.005726416897022355,1.0,49.0
2332,172.6095950603485,40000009.54754553,3.453084893899119e-07,0.05543931938025842,0.05543931938025842,2.086439601327574e-14,0.0,0,0,0.0,-0.3441885711649441,-116215373.6979315,12234317.153595852,2.060261909061994e-14,2.060261909061994e-14,optimal,7.0,4.8510438509059815e-14,-2.233040650678733e-08,-2.233045501722584e-08,1.0600726064793806e-16,1.9501847789745815e-13,0.0030432527221704573,1.0,55.0
2333,172.65287899971008,40000009.547545515,0.00022820907480140815,0.11185713572292903,0.11185713560209337,5.1992944093466125e-06,0.0,0,0,0.0,-1.2841519112807394,-31148965.292557534,12234317.153595852,0.0002929764985233732,0.0002929764985233732,unknown,15.0,3.1944746395921404e-26,-5.255415338121704e-06,-5.255415338121704e-06,3.5973190546370933e-16,5.965564283250354e-11,0.00515377520732012,1.0,50.0
2334,172.69688367843628,40000009.547545515,2.0286933608327467e-06,0.10721705855727164,0.10721705855727164,2.0497227696595944e-14,0.0,0,0,0.0,1.7584365051485158,22747480.934559803,12234317.153595852,2.0226455855698837e-14,2.0226455855698837e-14,optimal,7.0,4.765680779161497e-14,-5.985717385581292e-09,-5.985765042389084e-09,2.2069840242874967e-16,4.8582217191722096e-14,0.042391158275216244,1.0,30.0
2335,172.7402024269104,40000009.547545485,0.0002471254233941322,0.15584631898120047,0.15584631897764456,1.0527834998400708e-06,0.0,0,0,0.0,-0.1923656140737633,-207937385.50260958,12234317.153595852,5.9703372575077324e-05,5.9703372575077324e-05,unknown,16.0,3.2101819760832092e-27,-1.0646262901373475e-06,-1.0646262901373475e-06,2.3331900405172263e-16,1.7977584561012115e-11,0.00636268544113595,1.0,48.0
2336,173.00693154335022,40000009.547545545,5.575503985246929e-08,0.15586608459323378,0.15586608459323378,2.0481324430755134e-14,0.0,0,0,0.0,0.644651913249839,62048994.93297069,12234317.153595852,2.0616650938482303e-14,2.0616650938482303e-14,optimal,7.0,4.7620032676597994e-14,-8.088831637654512e-09,-8.088879257687189e-09,1.5884766397257307e-16,1.1714813201600254e-13,2.5e-323,0.0,10000.0
2337,173.04907703399658,40000009.54754554,3.496801558396006e-05,0.03149567699019287,0.03149567699019287,2.0411788769891976e-14,0.0,0,0,0.0,-0.4742661800854617,-84340829.36137599,12234317.153595852,2.0311462712205533e-14,2.0311462712205533e-14,optimal,7.0,4.74582926347784e-14,-7.56847515834195e-09,-7.568522616634585e-09,1.4324926795389619e-16,4.9693901478636986e-14,0.81,1.0,2.0
2338,173.09127068519592,40000009.54754552,1.902784931137876e-05,0.0067588202223825096,0.0067588202223825096,2.0416419979292872e-14,0.0,0,0,0.0,-0.7317814959483571,-54661129.162194476,12234317.153595852,2.0336303188582338e-14,2.0336303188582338e-14,optimal,7.0,4.746903403133799e-14,-9.634804195354705e-10,-9.63527888569502e-10,2.5830507929940716e-16,5.750011785856413e-14,0.81,1.0,2.0
2339,173.1334867477417,40000009.54754552,8.768355300657713e-06,0.005061850836700949,0.005061850836700949,2.0556929677493167e-14,0.0,0,0,0.0,-0.5581794930226375,-71661538.67893672,12234317.153595852,2.0942928382304272e-14,2.0942928382304272e-14,optimal,7.0,4.77958024306964e-14,-5.133964279584578e-10,-5.134442237608884e-10,1.0629792749099439e-16,4.5408810344190866e-14,0.25418658283290013,1.0,13.0
2340,173.17786383628845,40000009.54754552,0.0003238442807915361,0.11275714946557175,0.11275714946516473,3.0296901347083675e-07,0.0,0,0,0.0,0.5433699654384044,73614671.29171458,12234317.153595852,5.914252499709568e-05,5.914252499709568e-05,unknown,14.0,7.81765685465212e-26,-3.1169636431120717e-07,-3.1169636431120717e-07,1.7320865700147023e-16,1.2095957393138202e-11,0.02781283894436938,1.0,34.0
2341,173.22112727165222,40000009.547545515,0.0004095047095130515,0.20827447804802274,0.20827447802977778,2.7567949874262995e-06,0.0,0,0,0.0,1.2543430999589578,31889203.958225183,12234317.153595852,0.00015637529611030367,0.00015637529611030367,unknown,15.0,9.928344618839456e-26,-2.789189241529568e-06,-2.7891892415295677e-06,2.1389295267954227e-16,6.463387237192912e-11,0.009697737297875247,1.0,44.0
2342,173.48646116256714,40000009.54754555,4.470348358154297e-08,0.20830986115721428,0.20830986115721428,2.077727503479268e-14,0.0,0,0,0.0,-0.4462232670891757,-89641231.82540584,12234317.153595852,2.0500419007621622e-14,2.0500419007621622e-14,optimal,7.0,4.830785618693744e-14,-1.5214431177222812e-08,-1.5214479485079e-08,1.555558227088932e-16,2.4908260633899353e-13,2.5e-323,0.0,10000.0
2343,173.555029630661,40000009.54754555,0.00025883555222327157,0.2910851569836823,0.29108515698199805,9.902228048077018e-07,0.0,0,0,0.0,0.06247769279977153,640228522.948562,12234317.153595852,5.652864400083833e-05,5.652864400083833e-05,unknown,15.0,3.064824616320502e-25,-1.01228139707343e-06,-1.01228139707343e-06,2.0877272489122995e-16,5.7430012687301866e-11,0.00636268544113595,1.0,48.0
2344,173.5985622406006,40000009.54754553,7.891102346564359e-05,0.296355530211869,0.29635553021075467,8.1269955662329e-07,0.0,0,0,0.0,0.9360878058791159,42731036.14512463,12234317.153595852,0.00015137486505479688,0.00015137486505479688,unknown,14.0,2.2428176287540685e-25,-8.434921218293064e-07,-8.434921218293064e-07,2.3913700757630683e-16,1.9758727678188825e-11,0.00636268544113595,1.0,48.0
2345,173.64302277565002,40000009.54754552,4.8289879280498285e-06,0.2962531280108632,0.2962531280098936,7.579305587065982e-07,0.0,0,0,0.0,-0.21835121321223047,-183191112.68361616,12234317.153595852,0.00014122051903374877,0.00014122051903374877,unknown,14.0,2.158547022710258e-25,-7.840889024593087e-07,-7.840889024593086e-07,2.9290601192711747e-16,2.4854579719439385e-11,0.00033298963653161486,1.0,76.0
2346,173.6853642463684,40000009.547545515,1.8446963503051404e-05,0.2284386603008336,0.2284386603008336,2.0805175340803054e-14,0.0,0,0,0.0,-1.2517448325261757,-31955396.54021463,12234317.153595852,2.0527700035268948e-14,2.0527700035268948e-14,optimal,7.0,4.8372800769679355e-14,-2.3197684368627034e-08,-2.3197732741427802e-08,1.335720211739013e-16,1.373593816435544e-13,0.22876792454961012,1.0,14.0
2347,173.72730040550232,40000009.54754551,8.482973246741816e-05,0.04626463356721041,0.04626463356721041,2.07742695452496e-14,0.0,0,0,0.0,1.0921098982582802,36626351.992224716,12234317.153595852,2.1774059151816735e-14,2.1774059151816735e-14,optimal,7.0,4.830128133519238e-14,-1.6563426525845072e-08,-1.656347482712641e-08,2.3352413000870704e-16,1.63712546952498e-13,0.81,1.0,2.0
2348,173.77024459838867,40000009.54754551,0.0003769777582105263,0.15217503542258629,0.15217503541809566,1.169070113853831e-06,0.0,0,0,0.0,1.1467710138922347,34880549.901221424,12234317.153595852,0.00022525172423830286,0.00022525172423830286,unknown,15.0,2.541365548332824e-27,-1.206655523529944e-06,-1.206655523529944e-06,1.7464569475264953e-16,1.842268474631396e-11,0.030903154382632643,1.0,33.0
2349,173.8166778087616,40000009.54754551,7.786694423438809e-06,0.15223693247606074,0.1522369324754452,4.329128539882914e-07,0.0,0,0,0.0,0.7312384761170492,54701720.42650779,12234317.153595852,2.4416828915380896e-05,2.4416828915380896e-05,unknown,16.0,1.4390987631700239e-27,-4.3727545589013066e-07,-4.372754558901306e-07,2.0648715580139706e-16,2.418401133773159e-11,0.00019662705047555326,1.0,81.0
2350,173.8587327003479,40000009.5475455,0.00017928561519950782,0.03444856687552552,0.03444856687552552,2.8094082225294888e-14,0.0,0,0,0.0,-0.5265402072771891,-75967613.21623649,12234317.153595852,2.996577305491231e-14,2.996577305491231e-14,optimal,7.0,6.532542781584924e-14,-4.524969057893248e-09,-4.525034383321064e-09,1.7846198925897306e-16,3.0964314203664953e-13,0.9,1.0,1.0
2351,173.90134000778198,40000009.5475455,1.0320600611521732e-06,0.03358513472832174,0.03358513472832174,2.0595110901984498e-14,0.0,0,0,0.0,0.370719623763085,107898264.44933663,12234317.153595852,2.1112458572425964e-14,2.1112458572425964e-14,optimal,7.0,4.7884651681635696e-14,-4.6409279048929115e-10,-4.641406751409728e-10,1.880876054464103e-16,3.8754244326746356e-14,0.025031555049932444,1.0,35.0
2352,173.9448401927948,40000009.5475455,5.575503985246929e-08,0.033444916712985794,0.033444916712985794,2.04204110116645e-14,0.0,0,0,0.0,0.43055987364714166,92902300.84411465,12234317.153595852,2.0360402861336063e-14,2.0360402861336063e-14,optimal,7.0,4.747830491517528e-14,-2.594695687000858e-10,-2.59517047005001e-10,2.2933628989400483e-16,2.388579045181905e-14,0.0041745579179292966,1.0,52.0
2353,173.98843002319336,40000009.54754549,4.1735548312115654e-05,0.03408227319928048,0.03408227319857436,2.1939032997869475e-07,0.0,0,0,0.0,-1.0255361588805996,-39003990.7829598,12234317.153595852,4.177700393024129e-05,4.177700393024129e-05,unknown,15.0,5.08841477893052e-28,-2.2016941968357732e-07,-2.2016941968357732e-07,2.3117439469399204e-16,2.2827744685946616e-11,0.0030432527221704573,1.0,55.0
2354,174.0549304485321,40000009.547545485,2.9583214934350586e-06,0.028412201184106516,0.028412201184106516,2.040399716521153e-14,0.0,0,0,0.0,1.0053159291740195,39788488.70250049,12234317.153595852,2.029160988826455e-14,2.029160988826455e-14,optimal,7.0,4.744012493353664e-14,-7.272905506861016e-10,-7.273379908110351e-10,1.6652280727312058e-16,3.000069929833528e-14,0.16677181699666577,1.0,17.0
2355,174.0991871356964,40000009.54754548,4.00572481959434e-06,0.02841787653691857,0.02841787653691646,1.0956033830560176e-08,0.0,0,0,0.0,-0.6061975504365963,-65985096.19954664,12234317.153595852,6.200057071980231e-07,6.200057071980231e-07,unknown,18.0,3.025382250923831e-31,-1.1501055454032582e-08,-1.1501055454032582e-08,2.261227652798676e-16,6.958518616055298e-11,8.464149782874061e-05,1.0,89.0
2356,174.3644461631775,40000009.54754553,3.6500241499888574e-08,0.028416444940624026,0.02841644494059727,3.899517956759505e-08,0.0,0,0,0.0,0.958077427024101,41750281.49626831,12234317.153595852,7.4250948456843324e-06,7.4250948456843324e-06,unknown,16.0,5.314828513714701e-30,-3.9424822121433754e-08,-3.9424822121433754e-08,1.6567026704946254e-16,1.6723702981276702e-11,2.5e-323,0.0,10000.0
2357,174.40626215934753,40000009.5475455,1.7721628436825424e-05,0.0010729282530364634,0.0010729282530364634,2.043017963927401e-14,0.0,0,0,0.0,0.378580902380587,105657740.15273103,12234317.153595852,2.040340556165773e-14,2.040340556165773e-14,optimal,7.0,4.75010144239524e-14,-5.233922870137362e-10,-5.234397880281601e-10,1.27001652921542e-16,4.016802427586294e-14,1.0,1.0,0.0
2358,174.45046162605286,40000009.5475455,3.198651482381521e-06,0.0010663245287441958,0.0010663244744028432,3.404277181010092e-07,0.0,0,0,0.0,0.10498806383503688,380995704.0663622,12234317.153595852,1.925734674932543e-05,1.925734674932543e-05,unknown,16.0,1.2130259779496495e-27,-3.4050753350958664e-07,-3.4050753350958664e-07,3.1874436535185384e-16,3.412892559785099e-11,7.617734804586655e-05,1.0,90.0
2359,174.4921658039093,40000009.5475455,3.217960875351454e-06,0.00019917013417251411,0.00019917013417251411,2.034969064190146e-14,0.0,0,0,0.0,0.007797951580279072,5129552694.967855,12234317.153595852,2.0082027989503517e-14,2.0082027989503517e-14,optimal,7.0,4.7313813565257137e-14,-1.9927261237039534e-11,-1.997457505060479e-11,1.8113855965686928e-16,6.279752421142653e-15,0.81,1.0,2.0
2360,174.53496479988098,40000009.547545485,3.32533025807462e-07,0.00017244335272114294,0.00017244335272114294,2.039464156940459e-14,0.0,0,0,0.0,-0.4617851969537799,-86620365.6701323,12234317.153595852,2.0125939985925586e-14,2.0125939985925586e-14,optimal,7.0,4.7418321318727076e-14,-1.8632158608104976e-12,-1.910634182129225e-12,2.916775250798683e-16,2.618959992605244e-15,0.13508517176729928,1.0,19.0
2361,174.80088758468628,40000009.54754551,4.942156062059701e-08,0.00017299477341624597,0.0001729947669835664,4.717668743907091e-08,0.0,0,0,0.0,0.011691690166534404,3421233524.776029,12234317.153595852,2.6687151863430646e-06,2.6687151863430646e-06,unknown,17.0,2.350171052072538e-30,-4.7187495567508e-08,-4.7187495567508e-08,2.422243523651403e-16,1.1731956167662442e-10,2.5e-323,0.0,10000.0
2362,174.84448099136353,40000009.54754551,0.0001961570625249222,0.0445201471596427,0.044520147159607885,5.567428705905435e-08,0.0,0,0,0.0,1.5217391577529535,26285715.921608955,12234317.153595852,3.164087555024975e-06,3.164087555024975e-06,unknown,16.0,3.227135568917438e-28,-5.594198216023768e-08,-5.594198216023768e-08,1.4798066992373536e-16,6.012238285109546e-11,0.004638397686588107,1.0,51.0
2363,174.88765573501587,40000009.5475455,0.0002901937012602269,0.0744394510783233,0.07443945107798682,2.238185572936794e-07,0.0,0,0,0.0,-0.637484472171449,-62746630.07076093,12234317.153595852,4.299365499681474e-05,4.299365499681474e-05,unknown,15.0,4.6973084400540165e-28,-2.3508371495824656e-07,-2.3508371495824653e-07,1.7543363753339905e-16,1.5331200960717974e-11,0.0225283995449392,1.0,36.0
